# Weather station Brisbane (airport), Australia, WMO_ID=94578,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94578&lang=en
#
"Local time in Brisbane (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"13.11.2018 21:00";"20.8";"763.4";"764.2";"1.0";"68";"Wind blowing from the east-southeast";"3";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"14.6";"No precipitation";"6";"";"";"";"";
"13.11.2018 19:00";"22.1";"763.0";"763.7";"1.0";"63";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"13.11.2018 18:00";"22.7";"762.4";"763.2";"0.3";"58";"Wind blowing from the east-southeast";"4";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"13.9";"";"";"";"";"";"";
"13.11.2018 16:00";"23.4";"762.0";"762.8";"-0.5";"54";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"13.11.2018 15:00";"24.3";"762.1";"762.9";"-0.9";"49";"Wind blowing from the east-southeast";"7";"";"";"60%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"12.8";"No precipitation";"6";"";"";"";"";
"13.11.2018 13:00";"25.9";"762.5";"763.3";"-1.5";"50";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"13.11.2018 12:00";"25.1";"763.0";"763.8";"";"49";"Wind blowing from the east-southeast";"7";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"15.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"13.7";"";"";"";"";"";"";
"13.11.2018 10:00";"24.4";"764.0";"764.8";"0.1";"58";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"13.11.2018 09:00";"23.7";"763.9";"764.8";"";"59";"Wind blowing from the south-east";"9";"";"";"50%.";"Rain shower(s), slight. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"15.3";"";"";"";"";"";"";
"13.11.2018 07:00";"20.2";"763.9";"764.7";"0.9";"75";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"13.11.2018 06:00";"17.8";"763.6";"764.4";"0.7";"75";"Wind blowing from the south";"3";"";"";"40%.";"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"13.2";"";"";"";"";"";"";
"13.11.2018 04:00";"16.0";"763.0";"763.7";"-0.5";"79";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"13.11.2018 03:00";"17.0";"762.9";"763.7";"-1.0";"77";"Wind blowing from the south-southwest";"3";"";"";"10%  or less, but not 0";"Clouds generally dissolving or becoming less developed. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"12.9";"No precipitation";"6";"";"";"";"";
"13.11.2018 01:00";"18.7";"763.5";"764.2";"-1.0";"71";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"13.11.2018 00:00";"19.1";"763.9";"764.7";"-0.4";"71";"Wind blowing from the south";"3";"";"";"20–30%.";"Clouds generally forming or developing. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"13.7";"";"";"";"";"";"";
"12.11.2018 22:00";"20.5";"764.5";"765.2";"0.7";"65";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"12.11.2018 21:00";"20.9";"764.3";"765.1";"0.8";"66";"Wind blowing from the south-east";"5";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"40.0";"14.2";"No precipitation";"6";"";"";"";"";
"12.11.2018 19:00";"21.7";"763.8";"764.5";"0.9";"61";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"12.11.2018 18:00";"22.4";"763.5";"764.3";"0.8";"59";"Wind blowing from the south-east";"6";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"14.0";"";"";"";"";"";"";
"12.11.2018 16:00";"24.0";"762.9";"763.6";"-0.7";"51";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"12.11.2018 15:00";"24.6";"762.7";"763.6";"-1.1";"53";"Wind blowing from the east-southeast";"7";"";"";"20–30%.";"Clouds generally dissolving or becoming less developed. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"14.3";"No precipitation";"6";"";"";"";"";
"12.11.2018 13:00";"24.9";"763.6";"764.3";"-1.1";"47";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"12.11.2018 12:00";"25.5";"763.8";"764.6";"-1.0";"39";"Wind blowing from the east-southeast";"6";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"10.4";"";"";"";"";"";"";
"12.11.2018 10:00";"24.9";"764.7";"765.4";"0.1";"39";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"12.11.2018 09:00";"24.7";"764.8";"765.7";"0.5";"40";"Wind blowing from the south-east";"6";"";"";"40%.";"Clouds generally dissolving or becoming less developed. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"10.2";"No precipitation";"24";"";"";"";"";
"12.11.2018 07:00";"20.8";"764.6";"765.4";"1.0";"60";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"12.11.2018 06:00";"18.5";"764.3";"765.1";"0.8";"72";"Wind blowing from the south-southwest";"4";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"13.4";"";"";"";"";"";"";
"12.11.2018 04:00";"16.4";"763.6";"764.3";"-0.5";"80";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"12.11.2018 03:00";"16.5";"763.5";"764.3";"-0.9";"78";"Wind blowing from the south-southwest";"5";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"40.0";"12.7";"No precipitation";"6";"";"";"";"";
"12.11.2018 01:00";"17.6";"764.1";"764.8";"-0.8";"80";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"12.11.2018 00:00";"18.9";"764.4";"765.2";"-0.3";"74";"Wind blowing from the south-southwest";"3";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"14.2";"";"";"";"";"";"";
"11.11.2018 22:00";"19.9";"764.9";"765.7";"0.9";"71";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"11.11.2018 21:00";"20.7";"764.7";"765.5";"1.4";"65";"Wind blowing from the south-southeast";"3";"";"";"10%  or less, but not 0";"Clouds generally dissolving or becoming less developed. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"13.9";"No precipitation";"6";"";"";"";"";
"11.11.2018 19:00";"21.8";"764.0";"764.8";"1.6";"65";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"11.11.2018 18:00";"22.6";"763.3";"764.1";"1.2";"62";"Wind blowing from the east-southeast";"4";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"14.8";"";"";"";"";"";"";
"11.11.2018 16:00";"24.3";"762.4";"763.2";"-0.5";"54";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"11.11.2018 15:00";"24.3";"762.1";"762.9";"-1.1";"57";"Wind blowing from the east-southeast";"5";"";"";"10%  or less, but not 0";"Clouds generally dissolving or becoming less developed. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"15.1";"No precipitation";"6";"";"";"";"";
"11.11.2018 13:00";"25.0";"762.9";"763.6";"-1.0";"50";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"11.11.2018 12:00";"25.2";"763.2";"764.0";"-0.8";"51";"Wind blowing from the east-southeast";"6";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"14.2";"";"";"";"";"";"";
"11.11.2018 10:00";"25.0";"763.9";"764.7";"0.2";"52";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"11.11.2018 09:00";"24.2";"764.0";"764.8";"0.7";"53";"Wind blowing from the south-east";"4";"";"";"40%.";"Clouds generally forming or developing. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"14.0";"No precipitation";"24";"";"";"";"";
"11.11.2018 07:00";"21.6";"763.7";"764.5";"1.3";"68";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"";"";"";"";"";"";
"11.11.2018 06:00";"18.6";"763.3";"764.1";"1.2";"79";"Wind blowing from the south-southwest";"3";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"14.8";"";"";"";"";"";"";
"11.11.2018 04:00";"18.5";"762.4";"763.2";"0.0";"80";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
