# Weather station Whyalla (airport), Australia, WMO_ID=95664,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95664&lang=en
#
"Local time in Whyalla (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.04.2019 20:30";"18.5";"764.8";"765.7";"0.7";"74";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"06.04.2019 19:30";"18.7";"764.7";"765.6";"0.8";"73";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"No precipitation";"6";"";"";"";"";
"06.04.2019 17:30";"20.5";"764.1";"765.0";"-0.4";"62";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"06.04.2019 16:30";"21.1";"763.9";"764.8";"-0.9";"58";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"06.04.2019 14:30";"22.0";"764.5";"765.4";"-1.8";"51";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"06.04.2019 13:30";"21.6";"764.8";"765.7";"-1.8";"54";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"No precipitation";"6";"";"";"";"";
"06.04.2019 11:30";"20.6";"766.3";"767.2";"-0.6";"60";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"06.04.2019 10:30";"20.3";"766.6";"767.5";"0.0";"62";"Wind blowing from the east";"4";"";"";"90  or more, but not 100%";" ";"";"";"12.7";"";"";"";"600-1000";"";"";"";"12.8";"";"";"";"";"";"";
"06.04.2019 08:30";"18.8";"766.9";"767.8";"0.9";"64";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"06.04.2019 07:30";"17.1";"766.6";"767.5";"0.7";"69";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"No precipitation";"24";"";"";"";"";
"06.04.2019 05:30";"13.6";"766.0";"766.9";"0.8";"82";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"06.04.2019 04:30";"14.2";"765.9";"766.8";"0.7";"80";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"06.04.2019 02:30";"16.1";"765.2";"766.1";"0.3";"74";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"06.04.2019 01:30";"16.5";"765.2";"766.1";"0.3";"72";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"No precipitation";"6";"";"";"";"";
"05.04.2019 23:30";"18.5";"764.9";"765.8";"1.1";"65";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"05.04.2019 22:30";"18.9";"764.9";"765.8";"1.3";"64";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"36.6";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"05.04.2019 20:30";"21.3";"763.8";"764.7";"3.5";"70";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"05.04.2019 19:30";"21.5";"763.6";"764.5";"4.2";"74";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.7";"No precipitation";"6";"";"";"";"";
"05.04.2019 17:30";"28.0";"760.3";"761.2";"1.0";"36";"Wind blowing from the south-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"05.04.2019 16:30";"34.6";"759.4";"760.3";"-0.1";"15";"Wind blowing from the north-west";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"4.2";"";"";"";"";"";"";
"05.04.2019 14:30";"35.7";"759.3";"760.2";"-2.0";"15";"Wind blowing from the north-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"05.04.2019 13:30";"35.4";"759.5";"760.4";"-1.8";"16";"Wind blowing from the north-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"No precipitation";"6";"";"";"";"";
"05.04.2019 11:30";"33.4";"761.3";"762.2";"-1.0";"22";"Wind blowing from the north-northwest";"14";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"05.04.2019 10:30";"32.6";"761.3";"762.2";"-1.0";"23";"Wind blowing from the north";"13";"";"";"";" ";"";"";"18.6";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"05.04.2019 08:30";"28.7";"762.3";"763.2";"0.3";"28";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"05.04.2019 07:30";"26.9";"762.3";"763.2";"0.4";"30";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"No precipitation";"24";"";"";"";"";
"05.04.2019 05:30";"22.7";"762.0";"762.9";"-0.5";"37";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"05.04.2019 04:30";"21.8";"761.9";"762.8";"-0.8";"37";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"05.04.2019 02:30";"18.7";"762.5";"763.4";"-0.9";"39";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"05.04.2019 01:30";"19.8";"762.7";"763.6";"-0.9";"37";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"No precipitation";"6";"";"";"";"";
"04.04.2019 23:30";"24.5";"763.4";"764.3";"-0.6";"29";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"04.04.2019 22:30";"24.2";"763.6";"764.5";"-0.3";"30";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"33.2";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"04.04.2019 20:30";"25.4";"764.0";"764.9";"1.0";"37";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"04.04.2019 19:30";"25.1";"763.9";"764.8";"0.9";"39";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"No precipitation";"6";"";"";"";"";
