# Weather station Taree (airport), Australia, WMO_ID=95784,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95784&lang=en
#
"Local time in Taree (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.06.2019 05:00";"9.7";"766.6";"767.5";"-0.1";"74";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"23.06.2019 03:00";"9.8";"766.7";"767.5";"-0.5";"74";"Wind blowing from the west";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"5.4";"No precipitation";"6";"";"";"";"";
"23.06.2019 02:00";"10.1";"766.7";"767.5";"-0.6";"73";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"23.06.2019 00:00";"10.2";"767.2";"768.1";"-0.5";"71";"Wind blowing from the west";"4";"";"";"";"No significant weather observed. ";"";"";"";"16.2";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"22.06.2019 23:00";"10.6";"767.3";"768.1";"-0.2";"70";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"22.06.2019 21:00";"10.2";"767.7";"768.5";"0.5";"72";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.4";"No precipitation";"6";"";"";"";"";
"22.06.2019 20:00";"10.0";"767.5";"768.4";"0.6";"70";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"22.06.2019 18:00";"11.5";"767.2";"768.1";"0.8";"62";"Wind blowing from the west";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"22.06.2019 17:00";"12.6";"766.9";"767.7";"0.9";"61";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"22.06.2019 15:00";"14.8";"766.4";"767.2";"-0.3";"52";"Wind blowing from the south-west";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"5.1";"No precipitation";"6";"";"";"";"";
"22.06.2019 14:00";"14.3";"766.0";"766.8";"-1.4";"53";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"22.06.2019 12:00";"14.8";"766.7";"767.5";"-0.8";"51";"Wind blowing from the west-southwest";"6";"";"";"100%.";"No significant weather observed. ";"";"";"8.2";"";"";"";"1500-2000";"";"";"";"4.8";"";"";"";"";"";"";
"22.06.2019 11:00";"14.1";"767.4";"768.2";"0.2";"52";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"22.06.2019 09:00";"12.0";"767.5";"768.3";"0.9";"58";"Wind blowing from the west-southwest";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.8";"No precipitation";"24";"";"";"";"";
"22.06.2019 08:00";"10.0";"767.2";"768.1";"0.9";"60";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"22.06.2019 06:00";"9.0";"766.6";"767.5";"0.3";"58";"Wind blowing from the west";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"22.06.2019 05:00";"9.3";"766.3";"767.2";"-0.2";"59";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"22.06.2019 03:00";"9.4";"766.3";"767.2";"-0.3";"59";"Wind blowing from the west";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"1.6";"No precipitation";"6";"";"";"";"";
"22.06.2019 02:00";"9.4";"766.5";"767.3";"-0.4";"55";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"22.06.2019 00:00";"9.9";"766.6";"767.5";"-0.3";"50";"Wind blowing from the west-southwest";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"15.7";"";"";"1000-1500";"";"";"";"0.0";"";"";"";"";"";"";
"21.06.2019 23:00";"9.4";"766.9";"767.7";"0.1";"50";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"21.06.2019 21:00";"9.2";"766.9";"767.8";"0.7";"51";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-0.4";"No precipitation";"6";"";"";"";"";
"21.06.2019 20:00";"9.7";"766.8";"767.6";"1.3";"50";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"21.06.2019 18:00";"10.8";"766.2";"767.0";"1.7";"50";"Wind blowing from the west-northwest";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"21.06.2019 17:00";"11.4";"765.5";"766.3";"1.3";"49";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"21.06.2019 15:00";"14.7";"764.5";"765.3";"-0.3";"41";"Wind blowing from the south-west";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.6";"No precipitation";"6";"";"";"";"";
"21.06.2019 14:00";"15.0";"764.2";"765.0";"-1.3";"40";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"21.06.2019 12:00";"14.9";"764.8";"765.6";"-0.6";"45";"Wind blowing from the south-west";"6";"";"";"";"No significant weather observed. ";"";"";"1.4";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"21.06.2019 11:00";"14.1";"765.5";"766.3";"0.3";"51";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"21.06.2019 09:00";"10.4";"765.4";"766.2";"1.0";"73";"Wind blowing from the west";"4";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"5.8";"0.2";"24";"";"";"";"";
"21.06.2019 08:00";"6.8";"765.2";"766.0";"1.2";"99";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"21.06.2019 06:00";"2.6";"764.4";"765.2";"0.2";"93";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"Precipitation";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"21.06.2019 05:00";"7.4";"764.0";"764.8";"-0.3";"94";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"21.06.2019 03:00";"5.7";"764.2";"765.1";"-0.3";"99";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.6";"No precipitation";"6";"";"";"";"";
"21.06.2019 02:00";"5.3";"764.3";"765.1";"-0.6";"98";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"21.06.2019 00:00";"8.6";"764.5";"765.4";"-0.9";"95";"Wind blowing from the west";"4";"";"";"";"No significant weather observed. ";"";"";"";"17.7";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"20.06.2019 23:00";"7.4";"764.9";"765.7";"-0.5";"97";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"20.06.2019 21:00";"7.9";"765.4";"766.2";"0.3";"94";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"7.0";"No precipitation";"6";"";"";"";"";
"20.06.2019 20:00";"9.2";"765.4";"766.3";"0.8";"86";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"20.06.2019 18:00";"11.3";"765.1";"765.9";"0.3";"79";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"20.06.2019 17:00";"13.8";"764.6";"765.4";"-0.3";"71";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"20.06.2019 15:00";"16.3";"764.8";"765.6";"-1.2";"60";"Wind blowing from the east-southeast";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.5";"No precipitation";"6";"";"";"";"";
"20.06.2019 14:00";"16.8";"764.9";"765.7";"-2.0";"55";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"20.06.2019 12:00";"16.4";"766.0";"766.9";"-1.3";"48";"Wind blowing from the west";"2";"";"";"";"No significant weather observed. ";"";"";"5.4";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"20.06.2019 11:00";"15.1";"766.9";"767.7";"-0.2";"51";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"20.06.2019 09:00";"9.8";"767.3";"768.1";"0.7";"67";"Wind blowing from the west-southwest";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.8";"No precipitation";"24";"";"";"";"";
"20.06.2019 08:00";"7.3";"767.1";"767.9";"0.6";"74";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"20.06.2019 06:00";"5.7";"766.6";"767.5";"0.3";"80";"Wind blowing from the west-southwest";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"20.06.2019 05:00";"5.8";"766.5";"767.3";"0.2";"82";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"20.06.2019 03:00";"6.5";"766.3";"767.1";"0.0";"81";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.5";"No precipitation";"6";"";"";"";"";
"20.06.2019 02:00";"6.7";"766.3";"767.1";"0.0";"81";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"20.06.2019 00:00";"8.2";"766.3";"767.2";"0.0";"71";"Wind blowing from the west-northwest";"4";"";"";"";"No significant weather observed. ";"";"";"";"17.6";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"19.06.2019 23:00";"8.9";"766.3";"767.2";"0.1";"67";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"19.06.2019 21:00";"10.7";"766.3";"767.1";"0.6";"66";"Wind blowing from the north-west";"3";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"4.6";"No precipitation";"6";"";"";"";"";
"19.06.2019 20:00";"11.8";"766.2";"767.0";"1.1";"61";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"19.06.2019 18:00";"12.3";"765.7";"766.5";"1.7";"52";"Wind blowing from the south-west";"3";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"2.7";"";"";"";"";"";"";
"19.06.2019 17:00";"14.1";"765.1";"765.9";"1.5";"46";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"19.06.2019 15:00";"16.8";"764.0";"764.8";"0.1";"38";"Wind blowing from the south-southwest";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.4";"No precipitation";"6";"";"";"";"";
"19.06.2019 14:00";"17.3";"763.6";"764.5";"-1.0";"39";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"19.06.2019 12:00";"16.3";"763.9";"764.8";"-1.0";"36";"Wind blowing from the south-west";"5";"";"";"";"No significant weather observed. ";"";"";"9.1";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"19.06.2019 11:00";"15.9";"764.6";"765.4";"0.1";"41";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"19.06.2019 09:00";"13.3";"764.9";"765.7";"1.5";"54";"Wind blowing from the west";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"4.2";"0.2";"24";"";"";"";"";
"19.06.2019 08:00";"11.2";"764.5";"765.3";"1.4";"70";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"19.06.2019 06:00";"9.7";"763.4";"764.2";"0.7";"90";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"19.06.2019 05:00";"9.6";"763.1";"763.9";"0.5";"95";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"19.06.2019 03:00";"10.8";"762.7";"763.5";"0.1";"94";"Wind blowing from the west";"3";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"9.9";"No precipitation";"6";"";"";"";"";
"19.06.2019 02:00";"11.5";"762.6";"763.4";"-0.1";"93";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"19.06.2019 00:00";"12.7";"762.6";"763.4";"0.1";"93";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"20.2";"";"";"2000-2500";"";"";"";"11.6";"";"";"";"";"";"";
"18.06.2019 23:00";"12.8";"762.7";"763.6";"0.0";"93";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"18.06.2019 21:00";"12.9";"762.5";"763.3";"0.5";"93";"Calm, no wind";"0";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"11.8";"No precipitation";"6";"";"";"";"";
"18.06.2019 20:00";"12.4";"762.7";"763.5";"1.2";"94";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"18.06.2019 18:00";"15.5";"762.0";"762.8";"0.9";"80";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"12.1";"";"";"";"";"";"";
"18.06.2019 17:00";"16.6";"761.5";"762.4";"0.3";"79";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"18.06.2019 15:00";"19.1";"761.1";"761.9";"-1.0";"60";"Wind blowing from the south-southwest";"3";"";"";"40%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"11.2";"0.2";"6";"";"";"";"";
"18.06.2019 14:00";"19.3";"761.2";"762.0";"-1.7";"56";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"18.06.2019 12:00";"18.8";"762.1";"763.0";"-1.2";"61";"Wind blowing from the south-west";"4";"";"";"100%.";"No significant weather observed. ";"";"";"11.5";"";"";"";"1500-2000";"";"";"";"11.1";"";"";"";"";"";"";
"18.06.2019 11:00";"18.4";"762.9";"763.7";"-0.4";"63";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"18.06.2019 09:00";"14.1";"763.3";"764.2";"0.9";"82";"Wind blowing from the west";"3";"";"";"50%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"11.1";"2.0";"24";"";"";"";"";
"18.06.2019 08:00";"12.6";"763.3";"764.2";"0.9";"90";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"18.06.2019 06:00";"12.3";"762.4";"763.2";"0.1";"90";"Wind blowing from the west";"3";"";"";"70 – 80%.";"Rain (not freezing). ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"10.7";"";"";"";"";"";"";
"18.06.2019 05:00";"13.1";"762.4";"763.3";"-0.1";"85";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"18.06.2019 03:00";"12.8";"762.3";"763.1";"-0.4";"86";"Wind blowing from the west-northwest";"4";"";"";"40%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"10.5";"0.2";"6";"";"";"";"";
"18.06.2019 02:00";"12.6";"762.5";"763.3";"-0.4";"88";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"18.06.2019 00:00";"12.9";"762.7";"763.5";"-0.5";"84";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"18.2";"";"";"600-1000";"";"";"";"10.3";"";"";"";"";"";"";
"17.06.2019 23:00";"13.3";"762.9";"763.7";"-0.1";"81";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"17.06.2019 21:00";"13.8";"763.2";"764.0";"0.8";"78";"Wind blowing from the west";"4";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.0";"No precipitation";"6";"";"";"";"";
"17.06.2019 20:00";"13.8";"763.0";"763.9";"0.9";"77";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"17.06.2019 18:00";"14.3";"762.4";"763.3";"1.2";"70";"Wind blowing from the west-southwest";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.9";"";"";"";"";"";"";
"17.06.2019 17:00";"15.4";"762.1";"763.0";"0.9";"65";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"17.06.2019 15:00";"16.9";"761.2";"762.1";"-0.6";"55";"Wind blowing from the south-west";"8";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"7.8";"No precipitation";"6";"";"";"";"";
"17.06.2019 14:00";"17.9";"761.2";"762.0";"-1.2";"55";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"17.06.2019 12:00";"16.6";"761.8";"762.6";"-0.8";"60";"Wind blowing from the west-southwest";"6";"";"";"100%.";"No significant weather observed. ";"";"";"11.4";"";"";"";"600-1000";"";"";"";"8.8";"";"";"";"";"";"";
"17.06.2019 11:00";"16.5";"762.4";"763.2";"-0.3";"62";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"17.06.2019 09:00";"14.6";"762.6";"763.4";"0.5";"70";"Wind blowing from the west-southwest";"5";"";"";"60%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"9.2";"No precipitation";"24";"";"";"";"";
"17.06.2019 08:00";"12.8";"762.7";"763.5";"0.8";"77";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"17.06.2019 06:00";"11.7";"762.1";"763.0";"0.6";"80";"Wind blowing from the west";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.4";"";"";"";"";"";"";
"17.06.2019 05:00";"12.3";"761.9";"762.7";"0.3";"79";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"17.06.2019 03:00";"12.7";"761.5";"762.4";"-0.4";"78";"Wind blowing from the west";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"9.0";"No precipitation";"6";"";"";"";"";
"17.06.2019 02:00";"12.2";"761.6";"762.4";"-1.0";"81";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"17.06.2019 00:00";"13.0";"761.9";"762.7";"-0.8";"76";"Wind blowing from the west";"4";"";"";"50%.";"No significant weather observed. ";"";"";"";"17.5";"";"";"600-1000";"";"";"";"8.9";"";"";"";"";"";"";
"16.06.2019 23:00";"13.8";"762.6";"763.4";"0.0";"74";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"16.06.2019 21:00";"13.8";"762.7";"763.6";"0.1";"75";"Wind blowing from the west";"1";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"9.5";"No precipitation";"6";"";"";"";"";
"16.06.2019 20:00";"14.0";"762.6";"763.4";"0.4";"76";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"16.06.2019 18:00";"14.7";"762.6";"763.4";"0.4";"74";"Wind blowing from the west";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"10.1";"";"";"";"";"";"";
"16.06.2019 17:00";"15.2";"762.2";"763.0";"-0.4";"72";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"16.06.2019 15:00";"16.6";"762.2";"763.0";"-1.4";"70";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"11.1";"No precipitation";"6";"";"";"";"";
"16.06.2019 14:00";"17.2";"762.6";"763.4";"-1.9";"59";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"16.06.2019 12:00";"15.5";"763.6";"764.5";"-1.4";"56";"Wind blowing from the west-southwest";"3";"";"";"100%.";"No significant weather observed. ";"";"";"6.7";"";"";"";"600-1000";"";"";"";"6.8";"";"";"";"";"";"";
"16.06.2019 11:00";"14.7";"764.5";"765.3";"0.0";"60";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"16.06.2019 09:00";"11.1";"765.0";"765.8";"0.8";"79";"Wind blowing from the west";"3";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"7.6";"No precipitation";"24";"";"";"";"";
"16.06.2019 08:00";"9.3";"764.5";"765.4";"0.6";"85";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"16.06.2019 06:00";"8.1";"764.2";"765.0";"-0.1";"90";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"6.6";"";"";"";"";"";"";
"16.06.2019 05:00";"8.3";"763.9";"764.8";"-0.4";"89";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"16.06.2019 03:00";"7.7";"764.3";"765.1";"-0.5";"90";"Wind blowing from the north-northwest";"2";"";"";"60%.";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"6.2";"No precipitation";"6";"";"";"";"";
