# Weather station Hobart (airport), Australia, WMO_ID=94975,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94975&lang=en
#
"Local time in Hobart (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.05.2019 06:00";"6.1";"751.0";"753.4";"-0.3";"90";"Wind blowing from the north-west";"4";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"20.0";"4.5";"";"";"";"";"";"";
"08.05.2019 05:00";"6.5";"750.9";"753.4";"-0.7";"88";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"08.05.2019 04:00";"7.0";"751.0";"753.5";"-0.9";"88";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"08.05.2019 03:00";"6.5";"751.3";"753.8";"-0.9";"88";"Wind blowing from the north-west";"3";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"4.7";"No precipitation";"6";"";"";"";"";
"08.05.2019 02:00";"6.1";"751.6";"754.0";"-0.6";"90";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"08.05.2019 01:00";"6.5";"751.9";"754.3";"-0.6";"90";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"08.05.2019 00:00";"7.5";"752.2";"754.7";"-0.3";"90";"Wind blowing from the north-west";"4";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"16.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"6.0";"";"";"";"";"";"";
"07.05.2019 23:00";"8.4";"752.2";"754.7";"-0.4";"86";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"07.05.2019 22:00";"8.2";"752.5";"754.9";"-0.2";"89";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"07.05.2019 21:00";"9.5";"752.5";"754.9";"-0.1";"87";"Wind blowing from the north-west";"4";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"";"";"30.0";"7.4";"No precipitation";"6";"";"";"";"";
"07.05.2019 20:00";"10.3";"752.6";"755.1";"0.1";"86";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"07.05.2019 19:00";"10.4";"752.7";"755.2";"0.4";"86";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"07.05.2019 18:00";"11.3";"752.6";"755.1";"0.1";"77";"Wind blowing from the south";"4";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"7.4";"";"";"";"";"";"";
"07.05.2019 17:00";"13.1";"752.5";"754.9";"-0.1";"74";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"07.05.2019 16:00";"13.5";"752.3";"754.8";"-0.9";"70";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"07.05.2019 15:00";"14.1";"752.5";"755.0";"-1.4";"59";"Wind blowing from the south-east";"4";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"6.2";"No precipitation";"6";"";"";"";"";
"07.05.2019 14:00";"14.7";"752.6";"755.1";"-2.2";"56";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"07.05.2019 13:00";"14.4";"753.2";"755.7";"-2.3";"52";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"07.05.2019 12:00";"13.2";"753.9";"756.4";"-2.5";"53";"Wind blowing from the west-northwest";"3";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"4.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"35.0";"3.7";"";"";"";"";"";"";
"07.05.2019 11:00";"10.4";"754.8";"757.3";"-1.9";"63";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"07.05.2019 10:00";"8.7";"755.5";"758.0";"-1.5";"71";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"07.05.2019 09:00";"7.2";"756.4";"758.9";"-0.9";"79";"Wind blowing from the north-west";"5";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"30.0";"3.7";"No precipitation";"24";"";"";"";"";
"07.05.2019 08:00";"5.6";"756.7";"759.2";"-1.1";"85";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"07.05.2019 07:00";"4.5";"757.0";"759.5";"-1.0";"90";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"07.05.2019 06:00";"4.9";"757.3";"759.8";"-1.2";"87";"Wind blowing from the north-west";"5";"";"";"50%.";"Clouds generally forming or developing. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"2.9";"";"";"";"";"";"";
"07.05.2019 05:00";"5.5";"757.8";"760.3";"-1.6";"86";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"07.05.2019 04:00";"5.8";"758.0";"760.5";"-1.6";"84";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"07.05.2019 03:00";"7.0";"758.5";"761.0";"-1.5";"81";"Wind blowing from the north-west";"5";"";"";"40%.";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"4.0";"No precipitation";"6";"";"";"";"";
"07.05.2019 02:00";"7.9";"759.4";"761.8";"-1.1";"77";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"07.05.2019 01:00";"9.8";"759.6";"762.1";"-1.4";"69";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"07.05.2019 00:00";"9.8";"760.0";"762.5";"-1.7";"67";"Wind blowing from the west";"5";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"13.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"";"";"35.0";"3.9";"";"";"";"";"";"";
"06.05.2019 23:00";"10.5";"760.5";"763.0";"-1.6";"68";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"06.05.2019 22:00";"10.4";"761.0";"763.5";"-1.4";"68";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"06.05.2019 21:00";"10.5";"761.7";"764.2";"-0.7";"65";"Wind blowing from the south-west";"4";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"";"";"35.0";"4.2";"No precipitation";"6";"";"";"";"";
"06.05.2019 20:00";"10.6";"762.1";"764.6";"-0.4";"65";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"06.05.2019 19:00";"10.9";"762.4";"764.9";"-0.3";"64";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"06.05.2019 18:00";"11.0";"762.4";"764.8";"-0.4";"64";"Wind blowing from the south";"5";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"";"";"30.0";"4.3";"";"";"";"";"";"";
"06.05.2019 17:00";"11.2";"762.5";"765.0";"-0.6";"61";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"06.05.2019 16:00";"11.5";"762.7";"765.1";"-1.0";"59";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"06.05.2019 15:00";"12.0";"762.8";"765.3";"-1.6";"57";"Wind blowing from the south";"7";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"";"";"30.0";"3.7";"No precipitation";"6";"";"";"";"";
"06.05.2019 14:00";"12.3";"763.1";"765.6";"-2.0";"54";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"06.05.2019 13:00";"12.2";"763.7";"766.2";"-1.5";"55";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"06.05.2019 12:00";"12.3";"764.4";"766.9";"-1.0";"55";"Wind blowing from the south";"7";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"10.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"";"";"35.0";"3.5";"";"";"";"";"";"";
"06.05.2019 11:00";"11.7";"765.1";"767.5";"-0.6";"57";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"06.05.2019 10:00";"11.7";"765.2";"767.8";"-0.5";"57";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"06.05.2019 09:00";"11.4";"765.4";"768.0";"-0.1";"57";"Wind blowing from the south";"5";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"";"";"30.0";"3.1";"No precipitation";"24";"";"";"";"";
"06.05.2019 08:00";"11.0";"765.7";"768.2";"0.3";"58";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"06.05.2019 07:00";"10.9";"765.7";"768.2";"0.3";"58";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"06.05.2019 06:00";"11.2";"765.5";"768.1";"-0.1";"57";"Wind blowing from the south-southwest";"5";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"";"";"40.0";"2.9";"";"";"";"";"";"";
"06.05.2019 05:00";"11.4";"765.4";"768.0";"-0.6";"59";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"06.05.2019 04:00";"11.1";"765.4";"767.9";"-0.9";"61";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"06.05.2019 03:00";"11.0";"765.6";"768.1";"-0.8";"59";"Wind blowing from the south-southwest";"4";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"";"";"40.0";"3.2";"No precipitation";"6";"";"";"";"";
"06.05.2019 02:00";"11.2";"766.0";"768.6";"-0.6";"57";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"06.05.2019 01:00";"11.2";"766.3";"768.8";"-0.6";"64";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"06.05.2019 00:00";"10.9";"766.4";"769.0";"-0.6";"66";"Wind blowing from the south-west";"3";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"13.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"";"";"35.0";"4.7";"";"";"";"";"";"";
"05.05.2019 23:00";"11.6";"766.6";"769.2";"-0.6";"60";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"05.05.2019 22:00";"10.9";"766.9";"769.5";"-0.4";"73";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"05.05.2019 21:00";"11.6";"767.0";"769.6";"-0.2";"69";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"";"";"35.0";"6.0";"No precipitation";"6";"";"";"";"";
"05.05.2019 20:00";"11.5";"767.2";"769.7";"0.2";"63";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"05.05.2019 19:00";"11.4";"767.3";"769.9";"0.3";"64";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"05.05.2019 18:00";"11.6";"767.2";"769.8";"0.3";"59";"Wind blowing from the south-southwest";"3";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"";"";"30.0";"3.9";"";"";"";"";"";"";
"05.05.2019 17:00";"11.7";"767.0";"769.6";"0.2";"60";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"05.05.2019 16:00";"12.1";"767.0";"769.6";"0.1";"59";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"05.05.2019 15:00";"12.5";"766.9";"769.5";"-0.3";"55";"Wind blowing from the south";"4";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"";"";"35.0";"3.5";"No precipitation";"6";"";"";"";"";
