# Weather station Portland (airport), Australia, WMO_ID=94828,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94828&lang=en
#
"Local time in Portland (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.04.2018 11:00";"16.9";"759.0";"766.3";"0.8";"73";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"06.04.2018 09:00";"15.7";"758.5";"765.9";"1.5";"91";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"14.2";"0.2";"24";"";"";"";"";
"06.04.2018 08:00";"14.4";"758.2";"765.5";"1.5";"93";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"06.04.2018 06:00";"12.6";"757.0";"764.4";"0.3";"92";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"8.0";"11.3";"";"";"";"";"";"";
"06.04.2018 05:00";"12.0";"756.7";"764.1";"0.0";"91";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"06.04.2018 03:00";"14.1";"756.7";"764.1";"-0.1";"91";"Wind blowing from the west";"2";"";"";"70 – 80%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"100-200";"";"";"";"12.7";"0.2";"6";"";"";"";"";
"06.04.2018 02:00";"13.6";"756.7";"764.1";"-0.3";"90";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"06.04.2018 00:00";"12.2";"756.8";"764.2";"-0.2";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"18.3";"";"";"300-600";"";"";"";"10.3";"";"";"";"";"";"";
"05.04.2018 23:00";"12.9";"757.0";"764.4";"0.3";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"05.04.2018 21:00";"13.4";"757.0";"764.3";"0.7";"86";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"11.1";"No precipitation";"6";"";"";"";"";
"05.04.2018 20:00";"13.4";"756.7";"764.0";"0.6";"83";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"05.04.2018 18:00";"15.3";"756.3";"763.6";"0.7";"72";"Wind blowing from the west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"";"10.3";"";"";"";"";"";"";
"05.04.2018 17:00";"16.6";"756.1";"763.5";"0.6";"68";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"05.04.2018 15:00";"17.9";"755.6";"762.9";"-0.5";"64";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"11.0";"No precipitation";"6";"";"";"";"";
"05.04.2018 14:00";"16.4";"755.5";"762.7";"-0.6";"67";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"05.04.2018 12:00";"17.0";"756.1";"763.5";"-0.3";"61";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"5.9";"";"";"";"600-1000";"";"";"";"9.4";"";"";"";"";"";"";
"05.04.2018 11:00";"16.7";"756.1";"763.5";"0.1";"60";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"05.04.2018 09:00";"14.7";"756.4";"763.7";"0.9";"73";"Wind blowing from the west-southwest";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.9";"No precipitation";"24";"";"";"";"";
"05.04.2018 08:00";"12.6";"756.0";"763.3";"0.8";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"05.04.2018 06:00";"11.0";"755.5";"762.7";"0.3";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.3";"";"";"";"";"";"";
"05.04.2018 05:00";"11.2";"755.2";"762.4";"-0.3";"89";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"05.04.2018 03:00";"11.1";"755.2";"762.5";"-1.0";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.5";"No precipitation";"6";"";"";"";"";
"05.04.2018 02:00";"10.9";"755.5";"762.8";"-0.9";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"05.04.2018 00:00";"9.4";"756.2";"763.6";"-0.7";"89";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"18.3";"";"";"300-600";"";"";"";"7.7";"";"";"";"";"";"";
"04.04.2018 23:00";"7.7";"756.4";"763.8";"-0.6";"88";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"04.04.2018 21:00";"7.1";"756.9";"764.2";"0.1";"83";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"No precipitation";"6";"";"";"";"";
"04.04.2018 20:00";"10.3";"757.0";"764.3";"0.2";"78";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"04.04.2018 18:00";"14.3";"756.8";"764.2";"-0.5";"71";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.1";"";"";"";"";"";"";
"04.04.2018 17:00";"15.8";"756.8";"764.2";"-0.7";"69";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"04.04.2018 15:00";"17.0";"757.3";"764.6";"-1.3";"64";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"No precipitation";"6";"";"";"";"";
"04.04.2018 14:00";"17.2";"757.5";"764.8";"-1.4";"63";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"04.04.2018 12:00";"16.3";"758.6";"766.0";"-0.8";"65";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"10.0";"";"";"";"600-1000";"";"";"";"9.7";"";"";"";"";"";"";
"04.04.2018 11:00";"16.1";"758.9";"766.3";"-0.3";"66";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"04.04.2018 09:00";"14.7";"759.4";"766.7";"0.6";"73";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"9.9";"No precipitation";"24";"";"";"";"";
"04.04.2018 08:00";"13.6";"759.2";"766.6";"0.4";"81";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"04.04.2018 06:00";"12.7";"758.8";"766.2";"-0.4";"81";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"9.5";"";"";"";"";"";"";
"04.04.2018 05:00";"11.3";"758.8";"766.1";"-0.9";"83";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"04.04.2018 03:00";"12.9";"759.2";"766.6";"-1.1";"75";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.6";"No precipitation";"6";"";"";"";"";
"04.04.2018 02:00";"13.8";"759.7";"767.1";"-0.9";"74";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"04.04.2018 00:00";"14.3";"760.3";"767.6";"-0.4";"76";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"18.4";"";"";"300-600";"";"";"";"10.1";"";"";"";"";"";"";
"03.04.2018 23:00";"14.6";"760.6";"767.9";"0.0";"76";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"03.04.2018 21:00";"14.7";"760.7";"768.1";"0.6";"76";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"10.5";"No precipitation";"6";"";"";"";"";
"03.04.2018 20:00";"14.9";"760.6";"767.9";"0.7";"70";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"03.04.2018 18:00";"15.4";"760.1";"767.5";"0.4";"67";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.3";"";"";"";"";"";"";
"03.04.2018 17:00";"16.2";"759.9";"767.2";"-0.2";"66";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"03.04.2018 15:00";"16.7";"759.7";"767.0";"-0.9";"64";"Wind blowing from the west";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.9";"No precipitation";"6";"";"";"";"";
"03.04.2018 14:00";"16.9";"760.1";"767.5";"-0.8";"61";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"03.04.2018 12:00";"16.8";"760.6";"768.0";"-0.4";"63";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"13.0";"";"";"";"600-1000";"";"";"";"9.7";"";"";"";"";"";"";
"03.04.2018 11:00";"16.4";"760.9";"768.2";"0.1";"65";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"03.04.2018 09:00";"15.3";"761.0";"768.4";"0.8";"81";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"12.1";"0.6";"24";"";"";"";"";
"03.04.2018 08:00";"14.2";"760.8";"768.1";"1.0";"87";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"03.04.2018 06:00";"14.5";"760.2";"767.5";"0.6";"80";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"11.1";"";"";"";"";"";"";
"03.04.2018 05:00";"14.1";"759.8";"767.2";"0.0";"80";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"03.04.2018 03:00";"14.0";"759.6";"766.9";"-0.1";"83";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"11.2";"0.2";"6";"";"";"";"";
"03.04.2018 02:00";"14.2";"759.8";"767.2";"0.0";"84";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"03.04.2018 00:00";"14.7";"759.7";"767.1";"0.1";"81";"Wind blowing from the west-southwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"18.2";"";"";"600-1000";"";"";"";"11.5";"";"";"";"";"";"";
"02.04.2018 23:00";"14.7";"759.8";"767.2";"0.8";"83";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"02.04.2018 21:00";"14.9";"759.6";"766.9";"1.1";"84";"Wind blowing from the west";"5";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"12.2";"0.2";"6";"";"";"";"";
"02.04.2018 20:00";"13.6";"759.0";"766.3";"0.7";"83";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"02.04.2018 18:00";"15.1";"758.5";"765.9";"0.9";"85";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"Precipitation";"";"";"";"";"300-600";"";"";"";"12.6";"";"";"";"";"";"";
"02.04.2018 17:00";"15.0";"758.3";"765.7";"0.4";"84";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"02.04.2018 15:00";"16.6";"757.6";"765.0";"-0.3";"77";"Wind blowing from the west-southwest";"8";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"12.6";"No precipitation";"6";"";"";"";"";
"02.04.2018 14:00";"15.0";"757.9";"765.2";"0.1";"84";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"02.04.2018 12:00";"17.3";"757.9";"765.3";"0.6";"64";"Wind blowing from the west";"8";"";"";"100%.";" ";"";"";"13.1";"";"";"";"600-1000";"";"";"";"10.4";"";"";"";"";"";"";
"02.04.2018 11:00";"17.8";"757.8";"765.1";"1.1";"64";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"02.04.2018 09:00";"16.0";"757.3";"764.6";"1.5";"65";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"9.4";"0.2";"24";"";"";"";"";
"02.04.2018 08:00";"14.9";"756.7";"764.1";"1.6";"66";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"02.04.2018 06:00";"14.5";"755.8";"763.0";"0.8";"65";"Wind blowing from the west";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.0";"";"";"";"";"";"";
"02.04.2018 05:00";"14.5";"755.1";"762.4";"0.1";"67";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"02.04.2018 03:00";"14.0";"755.0";"762.3";"0.4";"68";"Wind blowing from the west-southwest";"7";"";"";"90  or more, but not 100%";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"8.2";"0.2";"6";"";"";"";"";
"02.04.2018 02:00";"13.4";"755.0";"762.3";"0.5";"73";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"02.04.2018 00:00";"13.7";"754.6";"761.8";"0.7";"89";"Wind blowing from the west-southwest";"5";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"20.9";"";"";"300-600";"";"";"";"11.9";"";"";"";"";"";"";
"01.04.2018 23:00";"14.5";"754.5";"761.8";"1.1";"90";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"01.04.2018 21:00";"16.0";"753.9";"761.2";"1.3";"87";"Wind blowing from the west-southwest";"5";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"";"13.8";"No precipitation";"6";"";"";"";"";
"01.04.2018 20:00";"16.9";"753.4";"760.6";"1.1";"82";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"01.04.2018 18:00";"17.4";"752.6";"759.9";"0.5";"72";"Wind blowing from the west-northwest";"7";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"";"12.3";"";"";"";"";"";"";
"01.04.2018 17:00";"17.7";"752.3";"759.6";"0.1";"70";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"01.04.2018 15:00";"18.8";"752.1";"759.4";"-0.5";"61";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"No precipitation";"6";"";"";"";"";
"01.04.2018 14:00";"20.2";"752.2";"759.4";"-0.6";"55";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"01.04.2018 12:00";"19.8";"752.6";"759.9";"-0.3";"52";"Wind blowing from the west";"7";"";"";"";" ";"";"";"8.5";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"01.04.2018 11:00";"19.1";"752.8";"760.1";"0.0";"53";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"01.04.2018 09:00";"15.3";"752.9";"760.1";"0.2";"75";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"No precipitation";"24";"";"";"";"";
"01.04.2018 08:00";"12.7";"752.8";"760.0";"0.0";"89";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"01.04.2018 06:00";"10.4";"752.7";"759.9";"-0.7";"90";"Wind blowing from the north";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"8.8";"";"";"";"";"";"";
"01.04.2018 05:00";"9.6";"752.8";"760.0";"-0.9";"91";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"01.04.2018 03:00";"9.3";"753.4";"760.6";"-0.5";"91";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"No precipitation";"6";"";"";"";"";
"01.04.2018 02:00";"8.7";"753.7";"760.9";"-0.9";"91";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"01.04.2018 00:00";"10.0";"753.9";"761.1";"-0.6";"89";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"31.03.2018 23:00";"10.7";"754.6";"761.8";"0.1";"88";"Wind blowing from the north";"4";"";"";"50%.";" ";"";"";"";"19.8";"";"";"2500 or more, or no clouds.";"";"";"";"8.8";"";"";"";"";"";"";
"31.03.2018 21:00";"11.4";"754.5";"761.8";"-0.1";"84";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"31.03.2018 20:00";"12.8";"754.5";"761.8";"-0.4";"81";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"No precipitation";"6";"";"";"";"";
"31.03.2018 18:00";"15.4";"754.6";"761.9";"-0.4";"69";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"31.03.2018 17:00";"16.9";"754.9";"762.1";"-0.4";"62";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"31.03.2018 15:00";"18.8";"755.0";"762.3";"-1.5";"49";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"31.03.2018 14:00";"19.3";"755.3";"762.6";"-1.5";"51";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.9";"No precipitation";"6";"";"";"";"";
"31.03.2018 12:00";"18.2";"756.5";"763.8";"-0.8";"47";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"31.03.2018 11:00";"17.1";"756.8";"764.1";"-0.5";"52";"Wind blowing from the north-northeast";"3";"";"";"90  or more, but not 100%";" ";"";"";"9.9";"";"";"";"1000-1500";"";"";"";"7.2";"";"";"";"";"";"";
"31.03.2018 09:00";"14.4";"757.3";"764.5";"0.9";"65";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"31.03.2018 08:00";"13.4";"757.3";"764.6";"0.7";"68";"Wind blowing from the north-northwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"7.6";"0.2";"24";"";"";"";"";
"31.03.2018 06:00";"12.0";"756.4";"763.7";"-0.7";"77";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"31.03.2018 05:00";"11.7";"756.6";"763.9";"-0.7";"80";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.4";"";"";"";"";"";"";
"31.03.2018 03:00";"11.9";"757.1";"764.4";"-0.7";"82";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"31.03.2018 02:00";"11.8";"757.3";"764.6";"-0.6";"83";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"9.0";"No precipitation";"6";"";"";"";"";
"31.03.2018 00:00";"10.4";"757.8";"765.1";"-0.1";"85";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"30.03.2018 23:00";"10.6";"757.9";"765.2";"0.3";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"19.4";"";"";"600-1000";"";"";"";"7.8";"";"";"";"";"";"";
"30.03.2018 21:00";"13.4";"757.9";"765.2";"1.0";"78";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"30.03.2018 20:00";"14.2";"757.6";"764.8";"1.1";"73";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"9.4";"No precipitation";"6";"";"";"";"";
"30.03.2018 18:00";"15.6";"756.9";"764.2";"0.8";"71";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"30.03.2018 17:00";"16.9";"756.5";"763.8";"0.4";"69";"Wind blowing from the west-southwest";"6";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"11.2";"";"";"";"";"";"";
"30.03.2018 15:00";"18.0";"756.1";"763.3";"0.1";"66";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"30.03.2018 14:00";"18.4";"756.1";"763.4";"0.2";"65";"Wind blowing from the west";"8";"";"";"10%  or less, but not 0";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"11.7";"0.2";"6";"";"";"";"";
"30.03.2018 12:00";"18.5";"756.0";"763.3";"0.7";"70";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"30.03.2018 11:00";"18.6";"755.9";"763.2";"1.0";"69";"Wind blowing from the west";"8";"";"";"10%  or less, but not 0";" ";"";"Precipitation";"14.8";"";"";"";"600-1000";"";"";"";"12.8";"";"";"";"";"";"";
"30.03.2018 09:00";"16.5";"755.3";"762.6";"1.3";"85";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"30.03.2018 08:00";"15.9";"754.9";"762.1";"1.2";"83";"Wind blowing from the west-southwest";"10";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"200-300";"";"";"8.0";"13.0";"0.4";"24";"";"";"";"";
"30.03.2018 06:00";"15.3";"754.0";"761.2";"0.6";"87";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"30.03.2018 05:00";"15.4";"753.7";"760.9";"0.0";"89";"Wind blowing from the west-northwest";"7";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"7.0";"13.6";"";"";"";"";"";"";
"30.03.2018 03:00";"15.2";"753.4";"760.6";"-0.8";"88";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"30.03.2018 02:00";"15.0";"753.7";"760.9";"-0.7";"86";"Wind blowing from the north-west";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"12.7";"No precipitation";"6";"";"";"";"";
"30.03.2018 00:00";"15.6";"754.2";"761.4";"-0.4";"84";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"29.03.2018 23:00";"15.6";"754.4";"761.7";"-0.2";"84";"Wind blowing from the north-west";"6";"";"";"50%.";" ";"";"";"";"21.0";"";"";"600-1000";"";"";"";"12.9";"";"";"";"";"";"";
