# Weather station Canberra (airport), Australia, WMO_ID=94926,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94926&lang=en
#
"Local time in Canberra (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.08.2018 05:00";"3.1";"708.4";"759.5";"-1.4";"75";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"11.08.2018 04:00";"3.7";"708.7";"759.8";"-1.4";"78";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"11.08.2018 03:00";"5.8";"709.2";"760.3";"-1.4";"59";"Wind blowing from the north";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-1.6";"No precipitation";"6";"";"";"";"";
"11.08.2018 02:00";"8.9";"709.8";"761.0";"-1.3";"54";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"11.08.2018 01:00";"10.1";"710.1";"761.3";"-0.8";"51";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"11.08.2018 00:00";"5.5";"710.6";"761.9";"-0.4";"73";"Wind blowing from the north-east";"1";"";"";"";"No significant weather observed. ";"";"";"";"15.6";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"10.08.2018 23:00";"6.2";"711.1";"762.4";"0.0";"71";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"10.08.2018 22:00";"5.3";"710.9";"762.2";"-0.3";"75";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"10.08.2018 21:00";"6.4";"711.0";"762.3";"-0.2";"67";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.7";"No precipitation";"6";"";"";"";"";
"10.08.2018 20:00";"9.1";"711.1";"762.4";"0.0";"61";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"10.08.2018 19:00";"9.9";"711.2";"762.5";"-0.2";"59";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"10.08.2018 18:00";"10.6";"711.2";"762.5";"-0.8";"54";"Wind blowing from the north";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"10.08.2018 17:00";"13.2";"711.1";"762.4";"-1.5";"46";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"10.08.2018 16:00";"14.8";"711.4";"762.8";"-1.9";"42";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"10.08.2018 15:00";"14.9";"712.0";"763.3";"-2.1";"42";"Wind blowing from the north-west";"8";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.1";"No precipitation";"6";"";"";"";"";
"10.08.2018 14:00";"14.0";"712.6";"764.1";"-2.4";"46";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"10.08.2018 13:00";"13.9";"713.3";"764.8";"-2.5";"44";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"10.08.2018 12:00";"13.6";"714.1";"765.6";"-2.0";"47";"Wind blowing from the north-northwest";"8";"";"";"";"No significant weather observed. ";"";"";"-2.5";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"10.08.2018 11:00";"9.5";"715.0";"766.6";"-1.2";"72";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"10.08.2018 10:00";"3.4";"715.8";"767.5";"-0.4";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"10.08.2018 09:00";"0.5";"716.1";"767.8";"0.1";"99";"Calm, no wind";"0";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"Less than  50";"";"";"0.2";"0.4";"0.2";"24";"";"";"";"";
"10.08.2018 08:00";"-0.8";"716.2";"767.8";"0.2";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"10.08.2018 07:00";"-2.1";"716.2";"767.8";"0.3";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.2";"";"";"";"";"";"";
"10.08.2018 06:00";"-1.5";"716.0";"767.7";"0.0";"99";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.1";"-1.6";"";"";"";"";"";"";
"10.08.2018 05:00";"-1.1";"716.0";"767.7";"-0.5";"99";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.2";"";"";"";"";"";"";
"10.08.2018 04:00";"-1.2";"715.9";"767.6";"-0.6";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"10.08.2018 03:00";"-2.3";"716.0";"767.7";"-0.5";"99";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"2.0";"-2.4";"No precipitation";"6";"";"";"";"";
"10.08.2018 02:00";"-1.4";"716.5";"768.1";"-0.1";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"10.08.2018 01:00";"-0.8";"716.5";"768.1";"-0.2";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"10.08.2018 00:00";"0.6";"716.5";"768.3";"0.0";"99";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"13.7";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"09.08.2018 23:00";"1.5";"716.6";"768.4";"0.4";"98";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"09.08.2018 22:00";"2.0";"716.7";"768.4";"0.5";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"09.08.2018 21:00";"3.2";"716.5";"768.3";"0.6";"83";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.6";"No precipitation";"6";"";"";"";"";
"09.08.2018 20:00";"6.4";"716.2";"767.9";"0.8";"77";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"09.08.2018 19:00";"7.9";"716.2";"767.8";"0.9";"70";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"09.08.2018 18:00";"8.1";"715.9";"767.6";"0.8";"69";"Wind blowing from the north";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"09.08.2018 17:00";"10.7";"715.4";"767.0";"-0.1";"58";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"09.08.2018 16:00";"12.5";"715.3";"766.9";"-0.6";"52";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"09.08.2018 15:00";"12.9";"715.1";"766.7";"-1.6";"50";"Wind blowing from the north";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.7";"No precipitation";"6";"";"";"";"";
"09.08.2018 14:00";"12.9";"715.5";"767.2";"-1.4";"52";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"09.08.2018 13:00";"12.2";"715.9";"767.6";"-0.8";"59";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"09.08.2018 12:00";"10.0";"716.7";"768.4";"0.2";"64";"Wind blowing from the north-northwest";"3";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"1.6";"";"";"";"600-1000";"";"";"";"3.5";"";"";"";"";"";"";
"09.08.2018 11:00";"8.0";"716.9";"768.7";"0.9";"75";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"09.08.2018 10:00";"7.0";"716.7";"768.4";"1.4";"85";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"09.08.2018 09:00";"6.3";"716.5";"768.3";"2.2";"94";"Wind blowing from the south-southwest";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"200-300";"";"";"";"5.4";"No precipitation";"24";"";"";"";"";
"09.08.2018 08:00";"5.2";"716.0";"767.7";"2.2";"99";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"09.08.2018 07:00";"3.3";"715.3";"766.9";"2.1";"98";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"09.08.2018 06:00";"4.3";"714.3";"765.8";"1.3";"98";"Wind blowing from the north-northeast";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"09.08.2018 05:00";"4.3";"713.8";"765.3";"0.9";"98";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"09.08.2018 04:00";"5.5";"713.2";"764.7";"0.3";"94";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"09.08.2018 03:00";"6.1";"713.0";"764.5";"0.3";"93";"Wind blowing from the north";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.1";"No precipitation";"6";"";"";"";"";
"09.08.2018 02:00";"6.7";"712.9";"764.3";"0.4";"91";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"09.08.2018 01:00";"7.0";"712.9";"764.3";"0.4";"85";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"09.08.2018 00:00";"6.9";"712.7";"764.2";"0.5";"83";"Wind blowing from the north";"5";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"12.1";"";"";"1000-1500";"";"";"";"4.2";"";"";"";"";"";"";
"08.08.2018 23:00";"7.0";"712.5";"763.9";"1.0";"80";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"08.08.2018 22:00";"8.3";"712.5";"763.9";"1.5";"77";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"08.08.2018 21:00";"8.1";"712.2";"763.6";"2.0";"80";"Wind blowing from the north";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"4.9";"No precipitation";"6";"";"";"";"";
"08.08.2018 20:00";"8.1";"711.5";"762.9";"1.5";"81";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"08.08.2018 19:00";"8.1";"711.0";"762.3";"1.5";"81";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"08.08.2018 18:00";"7.8";"710.2";"761.4";"1.0";"81";"Wind blowing from the north-northwest";"8";"";"";"50%.";"Precipitation ";"";"";"";"";"";"";"1000-1500";"";"";"";"4.7";"";"";"";"";"";"";
"08.08.2018 17:00";"8.5";"710.0";"761.2";"1.2";"75";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"08.08.2018 16:00";"9.0";"709.5";"760.7";"0.8";"69";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"08.08.2018 15:00";"9.9";"709.2";"760.3";"0.0";"60";"Wind blowing from the west-northwest";"10";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"2.5";"No precipitation";"6";"";"";"";"";
"08.08.2018 14:00";"10.1";"708.8";"760.0";"-1.0";"56";"Wind blowing from the north-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"08.08.2018 13:00";"10.4";"708.7";"759.8";"-1.1";"56";"Wind blowing from the west-northwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"08.08.2018 12:00";"9.8";"709.2";"760.3";"-0.8";"57";"Wind blowing from the north-west";"9";"";"";"100%.";"No significant weather observed. ";"";"";"2.6";"";"";"";"1000-1500";"";"";"";"1.7";"";"";"";"";"";"";
"08.08.2018 11:00";"8.9";"709.8";"761.0";"-0.1";"61";"Wind blowing from the north-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"08.08.2018 10:00";"8.4";"709.8";"761.0";"0.1";"60";"Wind blowing from the north-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"08.08.2018 09:00";"6.5";"710.0";"761.2";"0.4";"65";"Wind blowing from the north-northwest";"8";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"0.4";"No precipitation";"24";"";"";"";"";
"08.08.2018 08:00";"3.7";"709.9";"761.2";"0.3";"75";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.3";"";"";"";"";"";"";
"08.08.2018 07:00";"3.2";"709.7";"760.9";"0.4";"78";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"08.08.2018 06:00";"3.0";"709.6";"760.9";"0.1";"79";"Wind blowing from the north-northeast";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-0.3";"";"";"";"";"";"";
"08.08.2018 05:00";"3.2";"709.6";"760.8";"-0.2";"76";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"08.08.2018 04:00";"4.6";"709.3";"760.6";"-0.6";"71";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"08.08.2018 03:00";"4.7";"709.5";"760.7";"-0.8";"72";"Wind blowing from the north";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.1";"No precipitation";"6";"";"";"";"";
"08.08.2018 02:00";"4.7";"709.8";"761.0";"-0.5";"73";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"08.08.2018 01:00";"5.7";"709.9";"761.2";"-0.3";"71";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"08.08.2018 00:00";"6.2";"710.3";"761.6";"0.3";"68";"Wind blowing from the north-west";"7";"";"";"";"No significant weather observed. ";"";"";"";"9.7";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"07.08.2018 23:00";"6.4";"710.3";"761.6";"0.6";"67";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"07.08.2018 22:00";"6.1";"710.2";"761.4";"0.9";"71";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"07.08.2018 21:00";"5.7";"710.0";"761.2";"1.2";"73";"Wind blowing from the north-west";"7";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"1.1";"No precipitation";"6";"";"";"";"";
"07.08.2018 20:00";"6.3";"709.7";"760.9";"1.6";"69";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"07.08.2018 19:00";"6.7";"709.3";"760.5";"1.8";"66";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"07.08.2018 18:00";"6.1";"708.8";"760.0";"1.9";"71";"Wind blowing from the north-northwest";"3";"";"";"100%.";"Precipitation ";"";"";"";"";"";"";"600-1000";"";"";"";"1.2";"";"";"";"";"";"";
"07.08.2018 17:00";"6.5";"708.1";"759.2";"1.2";"69";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"07.08.2018 16:00";"7.1";"707.5";"758.5";"0.8";"62";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"07.08.2018 15:00";"8.8";"706.9";"757.9";"0.0";"54";"Wind blowing from the west-northwest";"12";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.0";"No precipitation";"6";"";"";"";"";
"07.08.2018 14:00";"8.2";"706.9";"757.9";"0.2";"57";"Wind blowing from the west-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"07.08.2018 13:00";"8.5";"706.7";"757.7";"0.4";"56";"Wind blowing from the west-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"07.08.2018 12:00";"7.8";"706.9";"757.9";"0.7";"62";"Wind blowing from the west-northwest";"10";"";"";"40%.";"No significant weather observed. ";"";"";"2.4";"";"";"";"600-1000";"";"";"";"1.0";"";"";"";"";"";"";
"07.08.2018 11:00";"7.7";"706.7";"757.7";"0.4";"64";"Wind blowing from the west-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"07.08.2018 10:00";"6.7";"706.3";"757.2";"0.6";"79";"Wind blowing from the north-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"07.08.2018 09:00";"4.9";"706.2";"757.2";"1.0";"90";"Wind blowing from the north-northwest";"8";"";"";"60%.";"Rain (not freezing). ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"3.4";"7.0";"24";"";"";"";"";
"07.08.2018 08:00";"3.2";"706.3";"757.2";"1.1";"96";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"07.08.2018 07:00";"3.5";"705.7";"756.6";"0.6";"94";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"07.08.2018 06:00";"3.4";"705.2";"756.1";"0.2";"89";"Wind blowing from the north-northwest";"7";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"1.8";"";"";"";"";"";"";
"07.08.2018 05:00";"3.2";"705.2";"756.1";"0.0";"86";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"07.08.2018 04:00";"3.7";"705.1";"756.0";"0.1";"87";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"07.08.2018 03:00";"3.8";"705.0";"755.8";"-0.1";"88";"Wind blowing from the north-west";"6";"";"";"20–30%.";"Rain (not freezing). ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"2.0";"1.0";"6";"";"";"";"";
"07.08.2018 02:00";"4.7";"705.2";"756.1";"0.1";"90";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"07.08.2018 01:00";"5.0";"705.0";"755.8";"0.1";"84";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"07.08.2018 00:00";"5.3";"705.1";"756.0";"0.5";"82";"Wind blowing from the north-northwest";"8";"";"";"40%.";"No significant weather observed. ";"";"Precipitation";"";"13.7";"";"";"1000-1500";"";"";"";"2.5";"";"";"";"";"";"";
"06.08.2018 23:00";"5.0";"705.1";"756.0";"0.6";"81";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"06.08.2018 22:00";"5.3";"704.9";"755.8";"1.3";"81";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"06.08.2018 21:00";"6.2";"704.6";"755.5";"1.9";"75";"Wind blowing from the west-northwest";"6";"";"";"90  or more, but not 100%";"Rain (not freezing). ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"2.1";"0.8";"6";"";"";"";"";
"06.08.2018 20:00";"5.6";"704.5";"755.3";"2.1";"83";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"06.08.2018 19:00";"7.3";"703.6";"754.4";"1.4";"67";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"06.08.2018 18:00";"8.0";"702.7";"753.4";"0.7";"62";"Wind blowing from the north-west";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"1.0";"";"";"";"";"";"";
"06.08.2018 17:00";"8.4";"702.4";"753.1";"0.7";"60";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"06.08.2018 16:00";"10.3";"702.2";"752.9";"0.3";"46";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"06.08.2018 15:00";"10.9";"702.0";"752.7";"-0.6";"44";"Wind blowing from the west-northwest";"9";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"-0.9";"2.0";"6";"";"";"";"";
"06.08.2018 14:00";"12.3";"701.7";"752.3";"-1.3";"41";"Wind blowing from the north-west";"12";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"06.08.2018 13:00";"11.1";"701.9";"752.5";"-0.8";"46";"Wind blowing from the west-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.1";"";"";"";"";"";"";
"06.08.2018 12:00";"10.3";"702.6";"753.3";"-0.7";"60";"Wind blowing from the north-west";"6";"";"";"70 – 80%.";"Rain (not freezing). ";"";"Precipitation";"1.2";"";"";"";"1000-1500";"";"";"";"2.9";"";"";"";"";"";"";
"06.08.2018 11:00";"6.9";"703.0";"753.8";"-0.8";"83";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"06.08.2018 10:00";"9.6";"702.7";"753.4";"-0.8";"72";"Wind blowing from the north";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"06.08.2018 09:00";"9.2";"703.3";"754.1";"0.1";"72";"Wind blowing from the north";"8";"";"";"100%.";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"";"4.4";"No precipitation";"24";"";"";"";"";
"06.08.2018 08:00";"9.4";"703.8";"754.6";"0.5";"67";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"06.08.2018 07:00";"10.3";"703.5";"754.3";"-0.2";"65";"Wind blowing from the north-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"06.08.2018 06:00";"11.2";"703.2";"754.0";"-0.7";"59";"Wind blowing from the north";"8";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"3.3";"";"";"";"";"";"";
"06.08.2018 05:00";"4.4";"703.3";"754.0";"-1.4";"88";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"06.08.2018 04:00";"3.0";"703.7";"754.5";"-1.8";"98";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"06.08.2018 03:00";"1.6";"703.9";"754.7";"-2.3";"95";"Calm, no wind";"0";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"0.9";"No precipitation";"6";"";"";"";"";
"06.08.2018 02:00";"2.0";"704.7";"755.5";"-2.0";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"06.08.2018 01:00";"1.8";"705.5";"756.4";"-1.7";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"06.08.2018 00:00";"2.6";"706.2";"757.2";"-1.3";"89";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"15.0";"";"";"2500 or more, or no clouds.";"";"";"";"1.0";"";"";"";"";"";"";
"05.08.2018 23:00";"3.0";"706.7";"757.7";"-1.1";"87";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"05.08.2018 22:00";"3.1";"707.2";"758.3";"-0.5";"86";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"05.08.2018 21:00";"5.3";"707.5";"758.5";"0.0";"80";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"2.0";"No precipitation";"6";"";"";"";"";
"05.08.2018 20:00";"5.6";"707.8";"758.8";"0.0";"78";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
