# Weather station Morwell (airport), Australia, WMO_ID=94891,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94891&lang=en
#
"Local time in Morwell (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.06.2019 17:00";"8.2";"767.0";"772.3";"0.4";"77";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"22.06.2019 15:00";"12.6";"766.7";"771.9";"-0.8";"55";"Wind blowing from the south-west";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"3.8";"No precipitation";"6";"";"";"";"";
"22.06.2019 14:00";"12.2";"766.6";"771.7";"-1.5";"67";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"22.06.2019 12:00";"10.1";"767.5";"772.8";"-0.6";"92";"Wind blowing from the west";"5";"";"";"";" ";"";"";"-0.4";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"22.06.2019 11:00";"8.1";"768.1";"773.4";"0.3";"96";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"22.06.2019 09:00";"4.7";"768.1";"773.4";"1.1";"95";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"50-100";"";"";"0.3";"4.0";"0.2";"24";"";"";"";"";
"22.06.2019 08:00";"3.9";"767.8";"773.1";"0.9";"96";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"22.06.2019 06:00";"2.4";"767.0";"772.3";"-0.2";"94";"Wind blowing from the south-southwest";"3";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"Less than  50";"";"";"0.2";"1.5";"";"";"";"";"";"";
"22.06.2019 05:00";"1.6";"766.9";"772.2";"-0.4";"94";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"22.06.2019 03:00";"1.3";"767.2";"772.5";"-0.5";"93";"Wind blowing from the south-southwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"0.3";"No precipitation";"6";"";"";"";"";
"22.06.2019 02:00";"1.7";"767.3";"772.6";"-0.3";"93";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"22.06.2019 00:00";"2.6";"767.7";"772.9";"0.1";"90";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"13.1";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"21.06.2019 23:00";"3.7";"767.6";"772.9";"0.3";"89";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"21.06.2019 21:00";"4.4";"767.6";"772.9";"1.0";"88";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"No precipitation";"6";"";"";"";"";
"21.06.2019 20:00";"4.6";"767.3";"772.6";"1.0";"85";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"21.06.2019 18:00";"7.2";"766.6";"771.8";"0.9";"80";"Wind blowing from the west-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"4.0";"";"";"";"";"";"";
"21.06.2019 17:00";"8.8";"766.3";"771.5";"0.9";"72";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"21.06.2019 15:00";"12.1";"765.7";"770.8";"-0.3";"60";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"No precipitation";"6";"";"";"";"";
"21.06.2019 14:00";"12.5";"765.4";"770.6";"-1.0";"64";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"21.06.2019 12:00";"11.3";"766.0";"771.2";"0.4";"75";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"5.3";"";"";"";"600-1000";"";"";"";"7.0";"";"";"";"";"";"";
"21.06.2019 11:00";"10.3";"766.4";"771.6";"1.1";"83";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"21.06.2019 09:00";"7.6";"765.6";"770.8";"1.3";"93";"Wind blowing from the west-northwest";"6";"";"";"20–30%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"6.5";"0.4";"24";"";"";"";"";
"21.06.2019 08:00";"5.7";"765.3";"770.5";"1.1";"94";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"21.06.2019 06:00";"5.9";"764.3";"769.5";"0.1";"94";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"5.0";"";"";"";"";"";"";
"21.06.2019 05:00";"5.7";"764.2";"769.3";"0.0";"93";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"21.06.2019 03:00";"6.1";"764.2";"769.3";"0.0";"93";"Wind blowing from the west";"4";"";"";"10%  or less, but not 0";" ";"Precipitation";"Precipitation";"";"";"";"";"200-300";"";"";"";"5.1";"0.2";"6";"";"";"";"";
"21.06.2019 02:00";"6.0";"764.2";"769.4";"0.0";"92";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"21.06.2019 00:00";"6.2";"764.2";"769.3";"0.2";"92";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"Precipitation";"";"11.2";"";"";"600-1000";"";"";"";"5.0";"";"";"";"";"";"";
"20.06.2019 23:00";"6.3";"764.2";"769.3";"0.3";"92";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"20.06.2019 21:00";"6.4";"764.0";"769.2";"0.8";"90";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"4.9";"No precipitation";"6";"";"";"";"";
"20.06.2019 20:00";"7.1";"763.9";"769.1";"1.2";"90";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"20.06.2019 18:00";"7.6";"763.2";"768.4";"0.8";"89";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"5.9";"";"";"";"";"";"";
"20.06.2019 17:00";"7.5";"762.7";"767.9";"0.1";"87";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"20.06.2019 15:00";"10.7";"762.4";"767.6";"-1.3";"74";"Wind blowing from the west-northwest";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"6.3";"No precipitation";"6";"";"";"";"";
"20.06.2019 14:00";"10.5";"762.6";"767.8";"-1.6";"80";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"20.06.2019 12:00";"10.6";"763.7";"768.9";"-0.8";"83";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"3.7";"";"";"";"300-600";"";"";"";"7.8";"";"";"";"";"";"";
"20.06.2019 11:00";"9.0";"764.2";"769.4";"-0.2";"92";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"20.06.2019 09:00";"6.7";"764.5";"769.6";"0.4";"95";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"6.0";"1.0";"24";"";"";"";"";
"20.06.2019 08:00";"5.6";"764.4";"769.6";"0.5";"95";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"20.06.2019 06:00";"5.6";"764.1";"769.3";"0.0";"94";"Wind blowing from the south-west";"3";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"300-600";"";"";"";"4.7";"";"";"";"";"";"";
"20.06.2019 05:00";"5.2";"763.9";"769.0";"-0.3";"94";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"20.06.2019 03:00";"4.4";"764.1";"769.3";"-0.4";"94";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"3.5";"0.2";"6";"";"";"";"";
"20.06.2019 02:00";"5.2";"764.2";"769.3";"-0.3";"94";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"20.06.2019 00:00";"4.8";"764.5";"769.6";"0.0";"94";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"";"11.2";"";"";"300-600";"";"";"";"3.9";"";"";"";"";"";"";
"19.06.2019 23:00";"4.5";"764.5";"769.7";"0.1";"93";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"19.06.2019 21:00";"5.2";"764.5";"769.6";"0.4";"92";"Wind blowing from the south-southwest";"2";"";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"4.0";"No precipitation";"6";"";"";"";"";
"19.06.2019 20:00";"5.8";"764.4";"769.6";"0.5";"90";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"19.06.2019 18:00";"6.4";"764.1";"769.3";"0.6";"85";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"19.06.2019 17:00";"7.6";"763.9";"769.0";"0.6";"83";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"19.06.2019 15:00";"9.1";"763.5";"768.7";"-0.3";"82";"Wind blowing from the west";"3";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"6.2";"0.4";"6";"";"";"";"";
"19.06.2019 14:00";"11.0";"763.3";"768.4";"-0.8";"75";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"19.06.2019 12:00";"10.1";"763.8";"769.0";"0.4";"80";"Wind blowing from the west";"6";"";"";"50%.";"Precipitation ";"";"Precipitation";"4.8";"";"";"";"1000-1500";"";"";"";"6.8";"";"";"";"";"";"";
"19.06.2019 11:00";"8.4";"764.1";"769.3";"1.1";"84";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"19.06.2019 09:00";"7.4";"763.4";"768.6";"1.3";"89";"Wind blowing from the west-northwest";"6";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"5.7";"5.0";"24";"";"";"";"";
"19.06.2019 08:00";"5.8";"763.0";"768.2";"1.2";"92";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"19.06.2019 06:00";"5.0";"762.1";"767.3";"0.9";"91";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"3.7";"";"";"";"";"";"";
"19.06.2019 05:00";"5.6";"761.8";"767.0";"0.6";"91";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"19.06.2019 03:00";"5.8";"761.2";"766.4";"0.0";"89";"Wind blowing from the west-northwest";"6";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"4.1";"2.0";"6";"";"";"";"";
"19.06.2019 02:00";"6.1";"761.2";"766.4";"0.0";"90";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"19.06.2019 00:00";"6.9";"761.2";"766.3";"0.9";"87";"Wind blowing from the west";"8";"";"";"100%.";"Precipitation, slight or moderate. ";"";"Precipitation";"";"12.3";"";"";"300-600";"";"";"7.0";"4.9";"";"";"";"";"";"";
"18.06.2019 23:00";"6.5";"761.2";"766.3";"1.2";"90";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"18.06.2019 21:00";"6.2";"760.3";"765.5";"0.6";"89";"Wind blowing from the west";"3";"";"";"40%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"4.5";"3.0";"6";"";"";"";"";
"18.06.2019 20:00";"7.0";"760.0";"765.2";"1.0";"89";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"18.06.2019 18:00";"7.8";"759.7";"764.8";"2.9";"84";"Wind blowing from the west";"6";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"5.3";"";"";"";"";"";"";
"18.06.2019 17:00";"8.5";"759.0";"764.2";"2.0";"88";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"18.06.2019 15:00";"11.3";"756.8";"762.0";"-0.5";"75";"Wind blowing from the west-northwest";"7";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"7.0";"0.6";"6";"";"";"";"";
"18.06.2019 14:00";"10.7";"757.0";"762.2";"-0.6";"84";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"18.06.2019 12:00";"10.2";"757.3";"762.4";"-0.1";"90";"Wind blowing from the west-southwest";"6";"";"";"100%.";" ";"";"";"2.0";"";"";"";"1000-1500";"";"";"";"8.6";"";"";"";"";"";"";
"18.06.2019 11:00";"7.8";"757.6";"762.7";"-0.2";"94";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"18.06.2019 09:00";"5.8";"757.4";"762.6";"-0.2";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"5.1";"No precipitation";"24";"";"";"";"";
"18.06.2019 08:00";"5.1";"757.8";"763.0";"0.1";"95";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"18.06.2019 06:00";"4.2";"757.6";"762.7";"-1.3";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"3.3";"";"";"";"";"";"";
"18.06.2019 05:00";"3.7";"757.7";"762.9";"-1.1";"94";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"18.06.2019 03:00";"3.6";"758.9";"764.1";"-0.7";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"2.7";"No precipitation";"6";"";"";"";"";
"18.06.2019 02:00";"4.0";"758.8";"764.0";"-1.3";"93";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"18.06.2019 00:00";"4.3";"759.6";"764.8";"-1.2";"93";"Calm, no wind";"0";"";"";"";" ";"";"";"";"15.9";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"17.06.2019 23:00";"4.4";"760.1";"765.3";"-0.7";"93";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"17.06.2019 21:00";"7.0";"760.8";"766.0";"0.2";"91";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"No precipitation";"6";"";"";"";"";
"17.06.2019 20:00";"8.0";"760.8";"766.0";"0.4";"88";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"17.06.2019 18:00";"11.2";"760.6";"765.7";"0.0";"81";"Wind blowing from the north-northeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"8.1";"";"";"";"";"";"";
"17.06.2019 17:00";"12.7";"760.4";"765.6";"-0.4";"75";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"17.06.2019 15:00";"15.3";"760.6";"765.7";"-1.2";"56";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"No precipitation";"6";"";"";"";"";
"17.06.2019 14:00";"15.0";"760.8";"766.0";"-1.6";"61";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"17.06.2019 12:00";"11.9";"761.8";"766.9";"-1.3";"75";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"1.1";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"17.06.2019 11:00";"10.7";"762.4";"767.6";"-0.3";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"17.06.2019 09:00";"4.0";"763.1";"768.3";"0.6";"95";"Wind blowing from the west-southwest";"1";"";"";"40%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"";"3.3";"No precipitation";"24";"";"";"";"";
"17.06.2019 08:00";"2.2";"762.7";"767.9";"0.4";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"17.06.2019 06:00";"1.5";"762.5";"767.7";"0.1";"94";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.1";"0.6";"";"";"";"";"";"";
"17.06.2019 05:00";"2.0";"762.3";"767.5";"-0.1";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"17.06.2019 03:00";"2.1";"762.4";"767.5";"-0.2";"94";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"No precipitation";"6";"";"";"";"";
"17.06.2019 02:00";"2.6";"762.4";"767.5";"-0.3";"93";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"17.06.2019 00:00";"4.8";"762.6";"767.8";"0.2";"93";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"15.8";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"16.06.2019 23:00";"3.9";"762.7";"767.8";"0.3";"92";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"16.06.2019 21:00";"6.6";"762.4";"767.6";"0.7";"91";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"No precipitation";"6";"";"";"";"";
"16.06.2019 20:00";"7.4";"762.4";"767.5";"1.0";"88";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"16.06.2019 18:00";"10.0";"761.7";"766.9";"0.7";"80";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"6.7";"";"";"";"";"";"";
"16.06.2019 17:00";"12.4";"761.4";"766.6";"0.2";"68";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"16.06.2019 15:00";"15.5";"761.0";"766.2";"-1.1";"56";"Wind blowing from the west-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"No precipitation";"6";"";"";"";"";
"16.06.2019 14:00";"13.6";"761.2";"766.3";"-1.7";"63";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"16.06.2019 12:00";"10.5";"762.1";"767.3";"-0.8";"89";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"2.9";"";"";"";"2000-2500";"";"";"";"8.8";"";"";"";"";"";"";
"16.06.2019 11:00";"8.7";"762.9";"768.1";"0.5";"95";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"16.06.2019 09:00";"5.5";"762.9";"768.1";"1.4";"95";"Calm, no wind";"0";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"4.8";"0.2";"24";"";"";"";"";
"16.06.2019 08:00";"4.4";"762.4";"767.6";"1.1";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"16.06.2019 06:00";"3.4";"761.5";"766.7";"0.3";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"2.5";"2.7";"";"";"";"";"";"";
"16.06.2019 05:00";"3.2";"761.3";"766.5";"-0.2";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"16.06.2019 03:00";"3.9";"761.2";"766.4";"-0.5";"94";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.3";"3.0";"No precipitation";"6";"";"";"";"";
"16.06.2019 02:00";"3.3";"761.5";"766.6";"-0.5";"94";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"16.06.2019 00:00";"4.8";"761.7";"766.9";"-0.1";"93";"Calm, no wind";"0";"";"";"";" ";"";"";"";"15.1";"";"";"";"";"";"6.0";"3.8";"";"";"";"";"";"";
"15.06.2019 23:00";"4.5";"762.0";"767.2";"0.5";"93";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"15.06.2019 21:00";"6.4";"761.8";"766.9";"1.0";"91";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"No precipitation";"6";"";"";"";"";
"15.06.2019 20:00";"7.8";"761.5";"766.7";"1.0";"88";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"15.06.2019 18:00";"9.8";"760.8";"766.0";"0.7";"83";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"7.1";"";"";"";"";"";"";
"15.06.2019 17:00";"12.1";"760.5";"765.7";"0.5";"76";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"15.06.2019 15:00";"14.2";"760.1";"765.3";"-0.7";"68";"Wind blowing from the west";"4";"";"";"60%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"8.4";"No precipitation";"6";"";"";"";"";
"15.06.2019 14:00";"14.6";"760.0";"765.2";"-1.1";"70";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"15.06.2019 12:00";"14.3";"760.8";"766.0";"-0.1";"73";"Wind blowing from the west";"4";"";"";"40%.";" ";"";"";"5.9";"";"";"";"1000-1500";"";"";"";"9.5";"";"";"";"";"";"";
"15.06.2019 11:00";"12.7";"761.1";"766.3";"0.5";"77";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"15.06.2019 09:00";"9.0";"760.9";"766.1";"1.0";"94";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.1";"3.0";"24";"";"";"";"";
"15.06.2019 08:00";"6.6";"760.6";"765.8";"1.2";"93";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"15.06.2019 06:00";"6.7";"759.9";"765.1";"0.6";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"5.7";"";"";"";"";"";"";
"15.06.2019 05:00";"6.7";"759.4";"764.6";"0.2";"92";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"15.06.2019 03:00";"7.7";"759.3";"764.5";"0.1";"92";"Wind blowing from the south-west";"3";"";"";"";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"6.5";"0.6";"6";"";"";"";"";
"15.06.2019 02:00";"8.0";"759.2";"764.4";"0.1";"91";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"15.06.2019 00:00";"9.9";"759.2";"764.4";"0.2";"90";"Wind blowing from the west-northwest";"5";"";"";"100%.";" ";"";"Precipitation";"";"16.6";"";"";"600-1000";"";"";"";"8.3";"";"";"";"";"";"";
"14.06.2019 23:00";"10.3";"759.1";"764.3";"0.5";"89";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"14.06.2019 21:00";"10.8";"759.0";"764.2";"1.9";"92";"Wind blowing from the west-northwest";"5";"";"";"90  or more, but not 100%";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"9.6";"3.0";"6";"";"";"";"";
"14.06.2019 20:00";"10.7";"758.6";"763.8";"1.7";"90";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"14.06.2019 18:00";"12.1";"757.1";"762.3";"0.7";"81";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"8.9";"";"";"";"";"";"";
"14.06.2019 17:00";"13.3";"756.9";"762.1";"0.3";"72";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"14.06.2019 15:00";"15.1";"756.4";"761.6";"-1.0";"63";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.1";"No precipitation";"6";"";"";"";"";
"14.06.2019 14:00";"15.8";"756.6";"761.8";"-1.4";"54";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
