# Weather station Dubbo (airport), Australia, WMO_ID=95719,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95719&lang=en
#
"Local time in Dubbo (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.09.2018 06:00";"9.5";"737.5";"762.7";"0.4";"62";"Wind blowing from the south";"3";"";"";"60%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"2.6";"";"";"";"";"";"";
"28.09.2018 05:00";"9.4";"737.3";"762.6";"0.3";"59";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"28.09.2018 04:00";"9.7";"737.0";"762.3";"-0.7";"57";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"28.09.2018 03:00";"11.0";"737.1";"762.4";"-0.9";"50";"Wind blowing from the south";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.0";"No precipitation";"6";"";"";"";"";
"28.09.2018 02:00";"9.6";"737.0";"762.3";"-1.1";"55";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"28.09.2018 01:00";"10.2";"737.7";"763.0";"-0.6";"54";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"28.09.2018 00:00";"12.8";"738.0";"763.3";"-0.3";"48";"Wind blowing from the east";"4";"";"";"";"No significant weather observed. ";"";"";"";"25.2";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"27.09.2018 23:00";"11.5";"738.1";"763.3";"0.0";"51";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"27.09.2018 22:00";"13.2";"738.3";"763.6";"0.6";"46";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"27.09.2018 21:00";"14.0";"738.3";"763.6";"1.1";"41";"Wind blowing from the east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.0";"No precipitation";"6";"";"";"";"";
"27.09.2018 20:00";"16.6";"738.1";"763.3";"1.1";"31";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"27.09.2018 19:00";"17.8";"737.7";"763.0";"0.8";"28";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"27.09.2018 18:00";"21.1";"737.2";"762.4";"0.0";"23";"Wind blowing from the north-east";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"27.09.2018 17:00";"23.8";"737.0";"762.3";"-0.5";"19";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.2";"";"";"";"";"";"";
"27.09.2018 16:00";"24.6";"736.9";"762.2";"-1.4";"16";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.9";"";"";"";"";"";"";
"27.09.2018 15:00";"24.6";"737.2";"762.5";"-1.8";"15";"Wind blowing from the north-west";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-3.7";"No precipitation";"6";"";"";"";"";
"27.09.2018 14:00";"24.5";"737.5";"762.8";"-2.2";"17";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"27.09.2018 13:00";"23.9";"738.3";"763.6";"-2.1";"20";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"27.09.2018 12:00";"21.5";"739.0";"764.3";"-1.5";"24";"Wind blowing from the south";"3";"";"";"";"No significant weather observed. ";"";"";"6.6";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"27.09.2018 11:00";"20.3";"739.7";"765.1";"-0.8";"34";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"27.09.2018 10:00";"17.6";"740.4";"765.7";"0.0";"47";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"27.09.2018 09:00";"15.0";"740.5";"765.9";"0.7";"56";"Wind blowing from the south-east";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"6.3";"0.2";"24";"";"";"";"";
"27.09.2018 08:00";"12.4";"740.5";"765.8";"1.2";"69";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"27.09.2018 07:00";"9.3";"740.4";"765.7";"1.3";"85";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"27.09.2018 06:00";"6.9";"739.8";"765.1";"0.5";"92";"Wind blowing from the south-southeast";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"27.09.2018 05:00";"6.9";"739.3";"764.7";"-0.2";"91";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"27.09.2018 04:00";"8.1";"739.1";"764.5";"-0.7";"89";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"27.09.2018 03:00";"8.5";"739.3";"764.6";"-0.9";"88";"Wind blowing from the south-east";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"6.6";"No precipitation";"6";"";"";"";"";
"27.09.2018 02:00";"9.2";"739.5";"764.8";"-0.7";"86";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"27.09.2018 01:00";"9.8";"739.8";"765.1";"-0.4";"84";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"27.09.2018 00:00";"10.2";"740.2";"765.5";"0.2";"82";"Wind blowing from the south-east";"6";"";"";"";"No significant weather observed. ";"";"";"";"22.6";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"26.09.2018 23:00";"10.7";"740.2";"765.6";"0.7";"80";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"26.09.2018 22:00";"11.3";"740.2";"765.5";"1.2";"77";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"26.09.2018 21:00";"12.0";"740.0";"765.4";"1.6";"75";"Wind blowing from the east-southeast";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"7.7";"No precipitation";"6";"";"";"";"";
"26.09.2018 20:00";"13.0";"739.5";"764.8";"1.7";"68";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"26.09.2018 19:00";"13.7";"739.0";"764.3";"1.5";"63";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"26.09.2018 18:00";"15.0";"738.4";"763.7";"0.9";"63";"Wind blowing from the south-east";"8";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"26.09.2018 17:00";"18.5";"737.8";"763.1";"-0.1";"51";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"26.09.2018 16:00";"19.1";"737.5";"762.8";"-1.0";"50";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"26.09.2018 15:00";"20.7";"737.5";"762.8";"-1.5";"47";"Wind blowing from the south-southeast";"5";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"9.0";"0.2";"6";"";"";"";"";
"26.09.2018 14:00";"20.3";"737.9";"763.2";"-1.9";"49";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"26.09.2018 13:00";"21.5";"738.5";"763.8";"-1.9";"44";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"26.09.2018 12:00";"19.0";"739.0";"764.4";"-1.6";"51";"Wind blowing from the north";"2";"";"";"";"No significant weather observed. ";"";"Precipitation";"8.9";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"26.09.2018 11:00";"15.9";"739.8";"765.1";"-1.0";"70";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"26.09.2018 10:00";"18.0";"740.4";"765.7";"0.0";"50";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"26.09.2018 09:00";"15.8";"740.6";"766.0";"0.4";"55";"Wind blowing from the south-southeast";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"6.8";"No precipitation";"24";"";"";"";"";
"26.09.2018 08:00";"13.5";"740.8";"766.1";"0.9";"62";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"26.09.2018 07:00";"11.1";"740.4";"765.7";"0.5";"73";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"26.09.2018 06:00";"8.9";"740.2";"765.5";"-0.1";"80";"Wind blowing from the east-southeast";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"26.09.2018 05:00";"9.6";"739.9";"765.3";"-0.7";"78";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"26.09.2018 04:00";"9.2";"739.9";"765.2";"-1.1";"81";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"26.09.2018 03:00";"9.8";"740.3";"765.7";"-0.8";"79";"Wind blowing from the east-southeast";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"6.2";"No precipitation";"6";"";"";"";"";
"26.09.2018 02:00";"9.8";"740.6";"766.0";"-0.6";"76";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"26.09.2018 01:00";"10.0";"741.0";"766.3";"-0.2";"79";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"26.09.2018 00:00";"9.8";"741.1";"766.6";"0.0";"79";"Wind blowing from the east";"4";"";"";"";"No significant weather observed. ";"";"";"";"22.9";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"25.09.2018 23:00";"10.0";"741.2";"766.6";"0.4";"80";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"25.09.2018 22:00";"11.3";"741.2";"766.6";"0.7";"74";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"25.09.2018 21:00";"12.2";"741.1";"766.6";"0.9";"67";"Wind blowing from the east-northeast";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"6.3";"No precipitation";"6";"";"";"";"";
"25.09.2018 20:00";"13.0";"740.8";"766.2";"0.7";"61";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"25.09.2018 19:00";"14.9";"740.5";"765.8";"0.3";"54";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"25.09.2018 18:00";"17.3";"740.2";"765.6";"-0.3";"46";"Wind blowing from the north-east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"25.09.2018 17:00";"20.2";"740.1";"765.4";"-0.8";"38";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"25.09.2018 16:00";"21.1";"740.2";"765.5";"-1.5";"37";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"25.09.2018 15:00";"19.6";"740.5";"765.9";"-1.9";"40";"Wind blowing from the east-northeast";"5";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"5.6";"No precipitation";"6";"";"";"";"";
"25.09.2018 14:00";"21.1";"740.9";"766.3";"-2.3";"37";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"25.09.2018 13:00";"18.8";"741.7";"767.1";"-2.2";"42";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"25.09.2018 12:00";"19.5";"742.4";"767.8";"-1.7";"41";"Wind blowing from the east";"3";"";"";"100%.";"No significant weather observed. ";"";"";"9.6";"";"";"";"1000-1500";"";"";"";"5.9";"";"";"";"";"";"";
"25.09.2018 11:00";"18.4";"743.2";"768.6";"-0.9";"44";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"25.09.2018 10:00";"17.0";"743.9";"769.4";"0.1";"49";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"25.09.2018 09:00";"15.7";"744.1";"769.6";"0.6";"53";"Wind blowing from the east-southeast";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"6.2";"No precipitation";"24";"";"";"";"";
"25.09.2018 08:00";"13.7";"744.1";"769.6";"0.9";"61";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"25.09.2018 07:00";"11.5";"743.8";"769.3";"0.9";"71";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"25.09.2018 06:00";"10.1";"743.5";"769.0";"0.5";"76";"Wind blowing from the south-east";"6";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"6.1";"";"";"";"";"";"";
"25.09.2018 05:00";"10.1";"743.2";"768.7";"0.0";"75";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"25.09.2018 04:00";"10.4";"742.9";"768.4";"-0.4";"74";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"25.09.2018 03:00";"10.6";"743.0";"768.4";"-0.5";"73";"Wind blowing from the south-east";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"6.0";"No precipitation";"6";"";"";"";"";
"25.09.2018 02:00";"10.9";"743.2";"768.6";"0.0";"72";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"25.09.2018 01:00";"11.5";"743.3";"768.8";"0.2";"68";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"25.09.2018 00:00";"11.5";"743.5";"769.0";"0.3";"67";"Wind blowing from the south-east";"7";"";"";"";"No significant weather observed. ";"";"";"";"22.9";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"24.09.2018 23:00";"12.2";"743.2";"768.7";"0.4";"66";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"24.09.2018 22:00";"13.0";"743.1";"768.5";"0.8";"60";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"24.09.2018 21:00";"13.1";"743.2";"768.6";"1.5";"58";"Wind blowing from the south-east";"7";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"5.0";"No precipitation";"6";"";"";"";"";
"24.09.2018 20:00";"14.1";"742.8";"768.2";"1.5";"55";"Wind blowing from the east-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"24.09.2018 19:00";"15.0";"742.3";"767.7";"1.0";"51";"Wind blowing from the east-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"24.09.2018 18:00";"16.7";"741.7";"767.1";"0.2";"46";"Wind blowing from the east-southeast";"9";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"24.09.2018 17:00";"19.3";"741.3";"766.7";"-0.7";"39";"Wind blowing from the east-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"24.09.2018 16:00";"20.8";"741.3";"766.7";"-1.3";"35";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"24.09.2018 15:00";"21.7";"741.5";"766.9";"-1.6";"34";"Wind blowing from the east-southeast";"5";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"5.2";"No precipitation";"6";"";"";"";"";
"24.09.2018 14:00";"21.8";"742.0";"767.5";"-1.8";"34";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"24.09.2018 13:00";"20.8";"742.6";"768.0";"-1.6";"37";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"24.09.2018 12:00";"21.0";"743.1";"768.5";"-1.3";"38";"Wind blowing from the east-southeast";"8";"";"";"";"No significant weather observed. ";"";"";"11.7";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"24.09.2018 11:00";"20.1";"743.8";"769.3";"-0.3";"42";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"24.09.2018 10:00";"18.8";"744.2";"769.7";"0.8";"45";"Wind blowing from the east";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"24.09.2018 09:00";"16.8";"744.4";"769.9";"1.4";"52";"Wind blowing from the east";"9";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"6.9";"No precipitation";"24";"";"";"";"";
"24.09.2018 08:00";"14.9";"744.1";"769.6";"1.5";"57";"Wind blowing from the south-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"24.09.2018 07:00";"13.1";"743.4";"768.9";"1.1";"67";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"24.09.2018 06:00";"12.0";"743.0";"768.4";"0.8";"73";"Wind blowing from the south-southeast";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"7.3";"";"";"";"";"";"";
"24.09.2018 05:00";"12.2";"742.6";"768.1";"0.1";"73";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"24.09.2018 04:00";"12.8";"742.3";"767.8";"-0.4";"73";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"24.09.2018 03:00";"12.8";"742.2";"767.6";"-0.8";"73";"Wind blowing from the south-southeast";"5";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"8.1";"No precipitation";"6";"";"";"";"";
"24.09.2018 02:00";"13.2";"742.5";"767.9";"-0.3";"70";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"24.09.2018 01:00";"14.9";"742.7";"768.1";"0.1";"65";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"24.09.2018 00:00";"15.2";"743.0";"768.4";"0.7";"56";"Wind blowing from the east";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"26.6";"";"";"2500 or more, or no clouds.";"";"";"";"6.5";"";"";"";"";"";"";
"23.09.2018 23:00";"16.4";"742.8";"768.2";"0.7";"32";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.3";"";"";"";"";"";"";
"23.09.2018 22:00";"16.8";"742.6";"768.0";"0.9";"30";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"23.09.2018 21:00";"18.1";"742.3";"767.8";"1.3";"26";"Wind blowing from the south-west";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-1.7";"No precipitation";"6";"";"";"";"";
"23.09.2018 20:00";"18.6";"742.1";"767.5";"1.3";"26";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"23.09.2018 19:00";"18.6";"741.7";"767.1";"0.9";"30";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"23.09.2018 18:00";"21.4";"741.0";"766.3";"-0.1";"25";"Wind blowing from the west-southwest";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"23.09.2018 17:00";"24.2";"740.8";"766.2";"-0.9";"19";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"23.09.2018 16:00";"25.7";"740.8";"766.2";"-1.5";"17";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.2";"";"";"";"";"";"";
"23.09.2018 15:00";"25.3";"741.1";"766.6";"-2.1";"19";"Wind blowing from the south-west";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.0";"No precipitation";"6";"";"";"";"";
"23.09.2018 14:00";"25.6";"741.7";"767.2";"-2.3";"19";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"23.09.2018 13:00";"25.2";"742.3";"767.8";"-2.1";"20";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"23.09.2018 12:00";"24.5";"743.2";"768.6";"-1.3";"24";"Wind blowing from the south-southwest";"4";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"4.2";"";"";"";"2000-2500";"";"";"";"2.6";"";"";"";"";"";"";
"23.09.2018 11:00";"22.9";"744.0";"769.5";"-0.7";"26";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"23.09.2018 10:00";"20.8";"744.4";"769.9";"0.0";"29";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"23.09.2018 09:00";"17.0";"744.5";"770.0";"0.7";"37";"Wind blowing from the south-southeast";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.2";"No precipitation";"24";"";"";"";"";
"23.09.2018 08:00";"12.9";"744.7";"770.2";"1.4";"50";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"23.09.2018 07:00";"9.0";"744.4";"769.9";"1.4";"62";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"23.09.2018 06:00";"5.3";"743.8";"769.3";"0.7";"76";"Wind blowing from the south-southeast";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
